(40.09845,1155.6534), (35.22113,1183.3748), (30.345459,1211.2367), (26.841858,1239.2865), (25.573608,1267.5918), (26.747559,1296.0604), (29.560059,1324.3223), (33.16504,1352.4913), (37.683777,1380.5205), (43.870605,1408.2117), (52.25836,1435.313), (62.567993,1461.6461), (73.825134,1487.8059), (85.73694,1513.0857), (100.936035,1536.7036), (122.07666,1554.9762), (147.58356,1567.8245), (181.60358,1573.2133), (215.9721,1572.7368), (249.52881,1566.2175), (281.8963,1554.93), (313.14514,1540.6052), (342.99927,1523.2646), (370.6892,1503.0266), (395.5667,1479.4208), (416.9906,1452.414), (434.73248,1422.9017), (449.3299,1391.6449), (461.81097,1359.566), (472.79315,1326.9421), (482.2893,1293.7754), (490.3584,1260.3496), (497.78412,1226.9033), (51.088196,1121.3412), (78.96295,1101.8982), (108.61835,1106.9626), (137.60706,1118.7101), (164.96814,1134.0934), (243.50964,1142.4822), (284.15326,1136.5951), (326.7876,1136.6672), (369.0263,1147.5696), (403.13135,1180.8), (194.03375,1194.8622), (184.0299,1235.4304), (173.63086,1275.8513), (163.51227,1317.0806), (126.177246,1340.7657), (145.1195,1352.3258), (166.68976,1359.312), (194.47601,1358.7888), (222.46606,1358.8796), (71.01831,1172.7836), (93.64032,1160.1658), (140.45532,1174.6304), (151.8786,1197.9479), (129.11389,1199.7592), (86.18848,1189.3647), (260.13702,1216.1732), (282.01404,1196.2878), (338.1739,1200.6681), (359.734,1220.9591), (335.239,1231.4321), (284.1571,1226.4415), (75.32568,1124.4639), (104.202515,1130.3672), (132.95355,1140.9244), (161.11157,1153.2666), (241.4013,1163.4302), (280.80737,1161.2281), (322.7077,1162.3949), (364.38452,1170.5125), (118.99475,1161.1288), (106.68817,1198.082), (112.31232,1181.7896), (310.55243,1191.5968), (309.49896,1232.7714), (309.91858,1214.4907), (172.82483,1196.3699), (227.15167,1205.4725), (135.7829,1292.2258), (231.80469,1307.6704), (118.22174,1319.7147), (241.84161,1339.732), (100.53412,1416.162), (120.9599,1404.0183), (144.55145,1399.3899), (160.72388,1404.1995), (178.88135,1406.2072), (215.5592,1420.4082), (249.73224,1439.3772), (220.6283,1453.2397), (188.70514,1461.445), (155.49615,1460.0453), (131.90973,1451.897), (113.942444,1435.2911), (108.96704,1417.6675), (133.74194,1420.4832), (158.14893,1425.5293), (199.43103,1431.138), (240.19025,1438.6173), (200.38495,1432.6012), (160.07587,1427.9194), (134.52582,1421.9547), (112.29016,1181.8047), (309.95892,1214.5466)
(43.078674,1156.541), (38.00836,1184.0555), (32.946716,1211.6958), (29.27771,1239.5223), (27.88977,1267.6213), (28.986328,1295.896), (31.740356,1323.961), (35.273254,1351.9374), (39.67743,1379.7915), (45.64746,1407.3525), (53.68579,1434.3965), (63.53534,1460.7657), (74.22839,1487.0242), (85.5636,1512.4451), (100.25482,1536.1909), (120.95911,1554.629), (146.15833,1567.7437), (179.90259,1573.2727), (214.07501,1573.0137), (247.44342,1566.6753), (279.58142,1555.4565), (310.59076,1541.1676), (340.2495,1523.9211), (367.8222,1503.8665), (392.68463,1480.5337), (414.1737,1453.8267), (432.04633,1424.6151), (446.82825,1393.6388), (459.52747,1361.818), (470.7359,1329.4283), (480.45135,1296.4788), (488.73035,1263.2539), (496.3506,1230.0062), (53.647034,1121.5239), (81.2442,1102.0356), (110.559326,1106.7234), (139.28186,1118.096), (166.36377,1133.117), (244.711,1141.4396), (285.28796,1135.9445), (327.80695,1136.5281), (369.7525,1147.9967), (403.28577,1181.6561), (194.75916,1194.4458), (184.3858,1234.7441), (173.60114,1274.9331), (163.05597,1315.9271), (125.57666,1339.9098), (144.49854,1351.6079), (166.11548,1358.7433), (194.10315,1358.5071), (222.2774,1358.9269), (72.39435,1172.6436), (94.73468,1160.3401), (140.99207,1174.4238), (152.30975,1197.2898), (129.96356,1198.9521), (87.594055,1188.757), (261.05145,1216.0123), (282.89777,1196.5145), (338.58716,1201.4585), (359.974,1221.6584), (335.49512,1231.5979), (284.8531,1226.2361), (77.46246,1124.7594), (105.97485,1130.3949), (134.46191,1140.5248), (162.36621,1152.4867), (242.41962,1162.6168), (281.70764,1160.875), (323.44714,1162.5823), (364.85315,1171.1602), (119.72687,1161.3058), (107.87268,1197.2566), (113.26715,1181.423), (311.2635,1192.2417), (309.95374,1232.6621), (310.49158,1214.7446), (173.43036,1195.8424), (227.95422,1205.1788), (135.62659,1291.1382), (231.90497,1307.3127), (117.885376,1318.6521), (241.78534,1339.7102), (100.53009,1415.0168), (120.55481,1403.1089), (143.87897,1398.7561), (160.0108,1403.6139), (178.1095,1405.7146), (214.87506,1420.2922), (249.26245,1439.5), (219.93689,1453.2095), (187.87958,1461.2301), (154.61407,1459.5709), (131.16718,1451.1157), (113.5484,1434.2954), (108.9129,1416.643), (133.3078,1419.6989), (157.41815,1424.9773), (198.67914,1430.9115), (239.51239,1438.6761), (199.6109,1432.4231), (159.27203,1427.4545), (134.01196,1421.2139), (113.24347,1181.4363), (310.53412,1214.7979)
(41.450256,1154.5365), (36.359924,1182.2001), (31.393005,1210.0253), (27.896545,1238.052), (26.658508,1266.3267), (27.838074,1294.7603), (30.605225,1322.9822), (34.12683,1351.1211), (38.601685,1379.1316), (44.771423,1406.8264), (53.034912,1434.0049), (63.10016,1460.5117), (74.05127,1486.9193), (85.681274,1512.4785), (100.70209,1536.3262), (121.71362,1554.746), (147.0899,1567.8914), (180.77466,1573.0637), (214.79279,1572.4983), (247.92126,1565.7045), (279.71588,1554.0093), (310.3401,1539.3002), (339.5736,1521.7102), (366.73083,1501.3784), (391.1855,1477.8562), (412.2846,1451.0295), (429.83582,1421.7764), (444.39105,1390.8483), (456.98187,1359.1433), (468.15564,1326.9152), (477.82025,1294.1282), (485.97125,1261.0419), (493.40387,1227.929), (52.306824,1120.4653), (80.379395,1100.8798), (110.35919,1105.8314), (139.58502,1117.7673), (167.08344,1133.4509), (245.41803,1142.4634), (285.95496,1136.7871), (328.424,1137.16), (370.40088,1148.4712), (403.81848,1182.0731), (195.66809,1194.4938), (185.60315,1234.937), (175.16321,1275.2504), (165.00024,1316.3234), (126.96063,1339.7877), (145.98407,1351.4714), (167.52686,1358.7576), (195.23853,1358.3036), (223.13019,1358.4773), (72.27515,1171.8624), (94.801025,1159.8511), (141.23291,1174.2327), (152.75287,1197.164), (130.16565,1198.4863), (87.51019,1188.0463), (261.14404,1216.2538), (283.08478,1197.0736), (338.63782,1201.839), (359.97595,1221.8684), (335.59155,1231.7185), (285.0169,1226.2687), (76.627014,1123.6531), (105.76251,1129.5608), (134.73889,1140.235), (163.0653,1152.6837), (243.21375,1163.4019), (282.4654,1161.5745), (324.15564,1163.1093), (365.56622,1171.5942), (119.89203,1161.0181), (107.907776,1196.6582), (113.37317,1180.962), (311.34906,1192.8042), (310.08368,1232.7119), (310.59534,1215.0176), (174.08527,1195.7888), (228.4668,1205.3162), (136.8277,1291.1674), (232.61884,1307.2693), (119.13037,1318.5424), (242.46576,1339.4369), (100.724976,1414.1929), (121.41736,1402.856), (145.15796,1398.5916), (161.4007,1403.6863), (179.67645,1405.6562), (216.11267,1419.9373), (250.30127,1438.7963), (221.30743,1453.3895), (189.33356,1462.0776), (155.97876,1460.6799), (131.96985,1451.9526), (113.9848,1434.3856), (109.25281,1416.0989), (134.15552,1419.673), (158.76819,1425.2793), (199.8385,1430.8787), (240.49695,1438.1981), (200.8291,1432.6274), (160.69574,1427.9792), (134.90808,1421.3625), (113.35181,1180.9795), (310.63782,1215.0742)
(41.181824,1156.23), (36.24231,1183.8676), (31.367859,1211.6602), (27.907837,1239.6418), (26.653503,1267.8711), (27.766174,1296.2681), (30.416626,1324.4757), (33.798157,1352.6161), (38.091858,1380.6464), (44.053955,1408.3694), (52.179993,1435.5605), (62.20569,1462.047), (73.184814,1488.3656), (84.93451,1513.7391), (100.11279,1537.353), (121.25598,1555.5312), (146.706,1568.4237), (180.45142,1573.6655), (214.53699,1573.1829), (247.75708,1566.586), (279.70953,1555.1729), (310.52423,1540.717), (339.979,1523.3417), (367.34302,1503.1671), (391.97467,1479.7196), (413.23236,1452.9221), (430.9054,1423.6553), (445.542,1392.6752), (458.14954,1360.886), (469.29712,1328.5522), (478.96613,1295.6669), (487.18854,1262.5073), (494.7674,1229.3345), (51.9068,1120.9991), (79.88965,1100.7864), (109.77515,1105.3743), (139.05542,1116.971), (166.63794,1132.4391), (244.95453,1140.9634), (285.63892,1135.2183), (328.23383,1135.6924), (370.20905,1147.2856), (403.6034,1181.5052), (195.07928,1194.7936), (185.06262,1235.0358), (174.65869,1275.1611), (164.55322,1316.047), (126.413086,1340.3522), (145.52283,1351.7941), (167.17468,1358.9286), (195.00006,1358.5466), (222.99982,1358.8215), (71.94299,1173.0809), (94.295166,1160.9066), (140.77429,1174.8022), (152.48053,1197.5426), (129.92303,1199.4331), (87.21832,1189.3135), (260.92188,1216.2734), (282.80682,1197.107), (338.2948,1201.9966), (359.601,1222.1028), (335.2392,1232.1963), (284.64886,1226.7365), (76.12811,1123.9008), (105.18823,1129.4869), (134.2312,1139.8076), (162.64478,1151.9968), (242.68,1162.2173), (282.06946,1160.388), (323.88226,1162.0444), (365.3158,1170.7227), (119.346436,1161.833), (107.65411,1197.8304), (113.0108,1181.9048), (311.05005,1192.8921), (309.71606,1233.2706), (310.2697,1215.2769), (173.66394,1196.1318), (228.06006,1205.4718), (136.28394,1291.4965), (232.47852,1307.416), (118.51904,1319.1116), (242.396,1339.7048), (99.7486,1416.067), (120.77954,1403.8813), (144.82666,1399.2253), (161.22485,1404.2719), (179.58551,1406.2903), (215.93579,1420.6625), (249.89014,1440.0374), (220.64777,1453.5243), (188.74915,1461.4585), (155.67133,1459.8768), (131.79236,1451.7478), (113.50525,1435.1792), (108.35712,1417.4888), (133.63324,1420.323), (158.57495,1425.6066), (199.6278,1431.3016), (240.1651,1439.109), (200.46918,1432.7416), (160.31342,1427.9286), (134.31995,1421.7921), (112.988525,1181.9244), (310.31122,1215.3331)
(40.501526,1157.8632), (35.47412,1185.4554), (30.588928,1213.2003), (27.16858,1241.1357), (25.963074,1269.3193), (27.10138,1297.6698), (29.761658,1325.8289), (33.1344,1353.9215), (37.431946,1381.91), (43.410645,1409.5876), (51.569153,1436.7129), (61.66803,1463.1003), (72.801025,1489.2543), (84.75769,1514.4462), (100.09857,1537.8625), (121.27429,1555.9136), (146.693,1568.7096), (180.27545,1573.8716), (214.20343,1573.3312), (247.27411,1566.7507), (279.0833,1555.3503), (309.73163,1540.891), (338.9729,1523.4666), (366.0905,1503.2258), (390.4596,1479.74), (411.4579,1452.9626), (428.92065,1423.7802), (443.41632,1392.926), (455.92914,1361.2871), (467.0202,1329.1125), (476.64166,1296.3838), (484.79553,1263.3721), (492.26093,1230.3431), (51.69275,1121.8982), (79.61133,1101.9778), (109.55652,1106.3474), (138.844,1117.8286), (166.39679,1133.21), (245.13208,1141.525), (285.54248,1135.57), (327.89276,1135.828), (369.6944,1147.1549), (402.8855,1180.8694), (195.19348,1195.3822), (185.31708,1235.5042), (175.06061,1275.5145), (165.08197,1316.3137), (126.77753,1340.7805), (145.79602,1352.0011), (167.32538,1359.0063), (194.95898,1358.7422), (222.81061,1359.0724), (71.16644,1174.0182), (93.64404,1161.4681), (140.31134,1175.4783), (151.87427,1198.605), (129.32239,1200.4033), (86.55853,1190.2408), (260.5924,1216.9045), (282.35065,1197.294), (338.01337,1201.665), (359.34686,1221.9619), (335.05402,1232.2179), (284.45154,1227.0784), (75.936646,1124.7139), (105.00226,1130.189), (134.00757,1140.4614), (162.37299,1152.6012), (242.98138,1162.6112), (282.09705,1160.5669), (323.6358,1161.9532), (364.84583,1170.343), (118.83038,1162.2809), (107.02417,1198.7845), (112.40582,1182.7142), (310.64,1192.655), (309.55103,1233.456), (309.9889,1215.3562), (173.43707,1196.9375), (227.95428,1206.0708), (136.693,1292.0927), (232.14886,1307.7954), (118.963745,1319.6782), (242.02728,1339.9729), (100.56531,1416.4298), (121.10016,1403.6852), (144.93256,1398.7002), (161.11536,1403.577), (179.18915,1405.6202), (214.9715,1420.2261), (247.98029,1439.9797), (219.41956,1453.4617), (188.0788,1461.2703), (155.50543,1459.7089), (131.992,1451.7026), (113.975586,1435.39), (109.07373,1417.8079), (133.90314,1420.134), (158.44861,1425.1351), (198.71436,1430.9388), (238.40326,1439.0652), (199.48462,1432.4958), (160.11755,1427.6488), (134.61139,1421.7467), (112.38226,1182.7302), (310.03094,1215.4095)
(41.748962,1155.261), (36.648438,1182.8556), (31.674133,1210.5972), (28.158691,1238.5382), (26.878845,1266.7317), (27.980957,1295.0858), (30.621704,1323.2319), (33.992065,1351.3054), (38.265503,1379.2568), (44.19513,1406.8978), (52.24774,1434.0065), (62.134644,1460.4258), (72.95807,1486.6953), (84.58447,1512.0399), (99.65637,1535.6187), (120.690735,1553.8292), (146.00189,1566.7809), (179.65045,1572.249), (213.66187,1571.9929), (246.86084,1565.5664), (278.76562,1554.1799), (309.48633,1539.6826), (338.82275,1522.2454), (366.0675,1502.0269), (390.58655,1478.5857), (411.7536,1451.8352), (429.37433,1422.6517), (444.00305,1391.7828), (456.6491,1360.1205), (467.8648,1327.9146), (477.60364,1295.1495), (485.8781,1262.0951), (493.47626,1229.0123), (52.629944,1121.1405), (80.90454,1101.5741), (110.83435,1106.5029), (140.08936,1118.2163), (167.67395,1133.5963), (245.77411,1142.5135), (286.23346,1137.0664), (328.54572,1137.5397), (370.3355,1148.761), (403.71826,1182.3374), (196.05273,1194.6627), (185.8883,1235.0015), (175.33789,1275.2305), (165.05975,1316.2202), (126.50098,1339.9072), (145.60059,1351.4552), (167.24048,1358.8013), (195.13556,1358.546), (223.18854,1358.9812), (72.3764,1172.1313), (94.95215,1159.8575), (141.50128,1174.0769), (152.90472,1197.173), (130.29913,1198.9417), (87.57446,1188.5231), (261.94153,1216.2351), (283.7915,1196.8304), (339.29364,1201.7732), (360.51404,1221.9884), (336.12158,1232.1147), (285.59857,1226.659), (77.0517,1124.4634), (106.18524,1130.3484), (135.22894,1140.7852), (163.63916,1153.0485), (243.41351,1163.6381), (282.60895,1161.9592), (324.16534,1163.6442), (365.4281,1172.0481), (120.1189,1160.8345), (108.000244,1197.1992), (113.52759,1181.1464), (312.0744,1192.5597), (310.62726,1233.1713), (311.22156,1215.1184), (174.36365,1195.8766), (229.03491,1205.3997), (136.55573,1291.1636), (232.9925,1307.6067), (118.67694,1318.6139), (242.70923,1339.907), (99.22839,1414.6545), (120.332825,1402.7219), (144.38391,1398.3547), (160.7359,1403.4553), (179.0401,1405.6517), (215.53119,1420.313), (249.48602,1440.1757), (220.19147,1453.6433), (188.18701,1461.4702), (154.98608,1459.6064), (131.08337,1451.136), (112.89459,1434.1909), (107.83453,1416.2354), (133.03723,1419.4465), (157.9447,1425.0331), (199.10583,1431.1058), (239.73267,1439.1499), (200.00543,1432.5547), (159.77802,1427.4082), (133.7685,1420.9468), (113.50525,1181.1614), (311.2635,1215.1714)
(40.77118,1158.3577), (35.83081,1185.882), (30.95636,1213.5481), (27.517029,1241.3977), (26.296448,1269.4968), (27.427124,1297.764), (30.081665,1325.8427), (33.45166,1353.858), (37.709778,1381.7634), (43.62628,1409.3569), (51.72284,1436.3997), (61.738647,1462.7108), (72.75281,1488.8165), (84.56842,1513.9447), (99.77698,1537.2987), (120.88605,1555.2657), (146.25171,1567.9365), (179.79913,1573.159), (213.69147,1572.6938), (246.74231,1566.2444), (278.59113,1555.0479), (309.31708,1540.8308), (338.6787,1523.6814), (365.94373,1503.7129), (390.47858,1480.4584), (411.64703,1453.8716), (429.23737,1424.8134), (443.80988,1394.0375), (456.3567,1362.4421), (467.45813,1330.2927), (477.10632,1297.5865), (485.32117,1264.6116), (492.88348,1231.6233), (51.38452,1122.2327), (79.29846,1101.9106), (109.14386,1106.2627), (138.3974,1117.744), (165.95508,1133.1663), (244.29614,1141.6725), (284.94916,1135.9812), (327.51935,1136.5133), (369.43585,1148.1497), (402.76807,1182.2571), (194.67682,1195.2609), (184.7392,1235.1522), (174.42456,1274.9246), (164.46277,1315.4827), (126.21399,1340.3894), (145.31317,1351.5903), (166.97443,1358.5768), (194.64044,1358.2622), (222.55719,1358.5873), (70.87842,1174.1523), (93.36047,1161.3894), (140.13342,1175.2965), (151.79272,1198.4197), (129.19409,1200.4995), (86.31531,1190.4858), (260.59753,1216.7518), (282.3731,1197.3937), (337.95135,1202.1837), (359.2729,1222.5112), (334.87683,1232.6204), (284.28052,1227.1969), (75.57782,1124.8057), (104.5943,1130.2185), (133.60266,1140.4889), (161.98639,1152.6606), (242.02838,1162.8613), (281.38843,1161.0277), (323.18298,1162.675), (364.56866,1171.3821), (118.59088,1162.1123), (106.83807,1199.006), (112.19971,1182.7279), (310.65454,1193.0221), (309.36206,1233.7064), (309.89984,1215.625), (173.13007,1196.7771), (227.67523,1205.9337), (136.06213,1291.5664), (231.90283,1307.2888), (118.368164,1319.2422), (241.83197,1339.4971), (99.71277,1416.5626), (120.48309,1403.7295), (144.52454,1398.6937), (160.86371,1403.6783), (179.1347,1405.6852), (215.10736,1420.2421), (248.61743,1440.0349), (219.66998,1453.3972), (188.0716,1461.2854), (155.26886,1459.811), (131.54785,1451.8369), (113.34613,1435.4807), (108.265076,1417.7882), (133.35565,1420.1768), (158.1842,1425.2556), (198.84003,1430.9628), (238.99908,1439.0404), (199.69427,1432.4254), (159.94452,1427.6079), (134.13171,1421.6733), (112.17584,1182.7437), (309.94183,1215.6798)
(39.99817,1155.8676), (34.967285,1183.5226), (29.989624,1211.3201), (26.408264,1239.3008), (25.062195,1267.5338), (26.157959,1295.9292), (28.923035,1324.1261), (32.528503,1352.2283), (37.102844,1380.1969), (43.36548,1407.8345), (51.77002,1434.8936), (62.021545,1461.2065), (73.200806,1487.373), (85.05652,1512.6853), (100.19318,1536.3348), (121.230286,1554.7104), (146.71173,1567.7996), (180.44604,1573.0432), (214.60065,1572.5594), (247.95245,1566.0472), (280.08563,1554.7402), (311.08258,1540.4028), (340.67993,1523.0812), (368.1396,1502.9285), (392.84515,1479.4781), (414.14288,1452.6666), (431.81805,1423.379), (446.39172,1392.3529), (458.89288,1360.5176), (469.9558,1328.1455), (479.54633,1295.2399), (487.70288,1262.0647), (495.2044,1228.8757), (50.899414,1120.2286), (78.94122,1100.4453), (108.648315,1105.4038), (137.65436,1117.3402), (165.031,1133.0253), (244.45337,1141.5502), (285.0501,1135.6134), (327.5746,1135.7281), (369.62402,1146.8796), (403.3069,1180.6969), (194.2312,1195.4647), (184.24811,1235.3331), (173.8747,1275.0486), (163.79895,1315.4174), (126.00366,1339.6766), (145.01978,1351.1476), (166.64899,1358.0981), (194.31842,1357.9127), (222.2702,1358.3082), (70.12842,1173.0042), (92.91223,1160.2871), (139.99725,1174.9762), (151.56104,1198.5573), (128.66107,1200.4778), (85.45227,1189.8774), (260.07983,1217.4265), (281.9936,1197.3993), (338.25482,1201.7979), (359.8235,1222.5437), (335.28223,1233.1046), (284.11047,1227.9509), (75.17999,1123.055), (104.08539,1128.9746), (132.86041,1139.7637), (161.05804,1152.3533), (242.25604,1162.5999), (281.5954,1160.403), (323.35577,1161.5836), (364.84546,1169.8846), (118.39087,1161.2971), (106.08264,1198.7778), (111.714905,1182.2037), (310.57855,1192.6162), (309.48114,1234.4719), (309.9284,1215.8647), (172.77039,1196.9481), (227.2367,1206.3434), (135.87439,1291.1483), (231.57501,1307.1162), (118.14746,1318.5619), (241.64307,1339.3107), (99.858765,1414.1782), (120.487915,1402.451), (144.35327,1397.9518), (160.54077,1402.9052), (178.7024,1404.9703), (215.58148,1419.5245), (250.17908,1438.6764), (220.9021,1453.4019), (188.71149,1462.1874), (155.14294,1460.8608), (131.08893,1452.0791), (113.115295,1434.4828), (108.29913,1416.0175), (133.1825,1419.4984), (157.86719,1424.9719), (199.29877,1430.7485), (240.3764,1438.0986), (200.38788,1432.3104), (159.92084,1427.4944), (134.02246,1421.0437), (111.69049,1182.2192), (309.9709,1215.9181)
(42.766357,1157.0511), (37.437378,1184.5067), (32.22101,1212.0974), (28.475098,1239.89), (27.024414,1267.959), (28.028381,1296.1995), (30.632385,1324.2512), (33.991577,1352.2219), (38.282776,1380.0953), (44.235107,1407.664), (52.336914,1434.6847), (62.277283,1461.0353), (73.13397,1487.232), (84.77539,1512.5531), (99.81207,1536.1372), (120.7359,1554.4315), (146.07721,1567.3715), (179.5763,1572.821), (213.51483,1572.4751), (246.62231,1566.1141), (278.47778,1554.8608), (309.16547,1540.5107), (338.50067,1523.2275), (365.76392,1503.1797), (390.3183,1479.8864), (411.5011,1453.2621), (429.12445,1424.2015), (443.73938,1393.4164), (456.31665,1361.8177), (467.4267,1329.656), (477.0324,1296.9454), (485.18024,1263.9475), (492.66614,1230.935), (53.765198,1120.0674), (81.56134,1100.1322), (110.96747,1104.5679), (139.70642,1116.0732), (166.80243,1131.4077), (245.55475,1139.7844), (285.73248,1133.9482), (327.8297,1134.2843), (369.35724,1145.6731), (402.3941,1179.6989), (195.26196,1195.5846), (185.28577,1235.3732), (174.91626,1275.053), (164.84863,1315.4667), (125.8418,1340.9114), (145.05975,1352.0392), (166.87427,1359.0142), (194.8219,1359.1627), (223.03827,1360.0441), (71.785645,1173.4338), (94.269714,1161.0503), (140.83679,1175.4314), (152.19257,1198.7739), (129.65741,1200.4841), (87.02484,1189.9513), (260.47552,1217.4283), (282.1494,1197.6841), (337.88196,1202.0403), (359.31793,1222.3081), (335.11005,1232.6493), (284.45087,1227.616), (77.69458,1123.0681), (106.23096,1128.6797), (134.71619,1138.9441), (162.65717,1151.09), (243.27014,1161.2064), (282.1588,1159.2651), (323.41516,1160.7767), (364.37543,1169.1714), (119.427,1162.0553), (107.40625,1198.7506), (112.893005,1182.5402), (310.44623,1193.0427), (309.5915,1234.0082), (309.9159,1215.7999), (173.61469,1197.102), (227.96124,1206.4153), (136.27966,1291.677), (232.50482,1307.9836), (118.24103,1319.5242), (242.4314,1340.654), (98.9422,1415.4651), (120.13141,1403.6151), (144.3305,1399.0408), (160.60303,1403.956), (178.73206,1406.0996), (215.24591,1421.0011), (249.50055,1440.4531), (219.93207,1453.9402), (187.9035,1461.8948), (154.70013,1460.1923), (130.85321,1451.6798), (112.77655,1434.7811), (107.71521,1417.1184), (132.87311,1420.2324), (157.8081,1425.6643), (198.87799,1431.7177), (239.48853,1439.6228), (199.71777,1433.1018), (159.47864,1428.0282), (133.4953,1421.6814), (112.86957,1182.5549), (309.95612,1215.8512)
(41.781982,1156.2894), (36.634827,1183.814), (31.562378,1211.4849), (27.917603,1239.3512), (26.528503,1267.4756), (27.57898,1295.771), (30.258484,1323.8701), (33.71692,1351.8857), (38.117004,1379.7883), (44.176575,1407.3899), (52.32782,1434.4663), (62.28705,1460.8644), (73.13605,1487.1418), (84.66461,1512.5867), (99.54529,1536.3638), (120.38605,1554.8164), (145.66498,1568.0044), (179.23792,1573.2466), (213.20178,1572.7788), (246.31616,1566.1957), (278.1598,1554.7451), (308.84186,1540.251), (338.1278,1522.8344), (365.32654,1502.6599), (389.8241,1479.2715), (410.96338,1452.5774), (428.5412,1423.4482), (443.10034,1392.6111), (455.65393,1360.9775), (466.79077,1328.8093), (476.44916,1296.0931), (484.63904,1263.0876), (492.1328,1230.0657), (52.72699,1119.9547), (80.43384,1099.9519), (109.94873,1104.4475), (138.77032,1116.0958), (165.92029,1131.6798), (244.6325,1140.2369), (285.04095,1134.4213), (327.36786,1134.878), (369.10626,1146.5206), (402.16406,1180.6466), (194.47852,1195.11), (184.38336,1235.2532), (173.90009,1275.2703), (163.68823,1316.043), (125.81036,1340.052), (144.70526,1351.6185), (166.19379,1358.7996), (193.87567,1358.568), (221.80878,1358.9641), (71.66504,1172.8131), (94.119446,1160.2872), (140.73486,1174.8744), (152.17798,1198.271), (129.54065,1199.915), (86.81677,1189.3745), (259.3979,1217.0795), (281.2403,1197.323), (337.13367,1201.7642), (358.4754,1222.3259), (334.15338,1232.637), (283.3828,1227.378), (76.635254,1122.6553), (105.28638,1128.2328), (133.8551,1138.7002), (161.8454,1151.0597), (242.39246,1161.3502), (281.49042,1159.4106), (322.9973,1160.96), (364.15906,1169.6436), (119.336914,1161.3535), (107.23535,1198.1582), (112.760254,1181.9272), (309.63782,1192.6438), (308.55383,1233.8783), (308.98633,1215.5824), (173.18707,1196.6228), (227.03717,1206.0052), (135.92542,1291.4385), (231.22559,1307.6401), (118.15259,1318.876), (241.11835,1339.886), (99.75879,1414.0676), (120.205505,1402.4689), (143.88153,1398.0868), (160.01776,1403.1334), (178.15698,1405.1862), (214.63788,1419.7971), (248.8244,1438.962), (219.73962,1453.5149), (187.7638,1462.2161), (154.40881,1460.8062), (130.5279,1451.967), (112.79059,1434.3241), (108.22583,1415.9517), (132.86493,1419.5183), (157.30328,1425.099), (198.32782,1430.9104), (238.99945,1438.3695), (199.34686,1432.5624), (159.23462,1427.7314), (133.62482,1421.1553), (112.73633,1181.942), (309.02893,1215.6353)
